YearBuilt,OverallQual,OverallCond,1stFlrSF,2ndFlrSF,LotArea,YrSold,HouseStyle,Condition1,Condition2,RoofMatl,Exterior1st,Exterior2nd,MSZoning,SaleType,SalePrice
1968,5,5,948,0,8978,2007,1Story,Norm,Norm,CompShg,Plywood,Plywood,RL,WD,108000
1914,7,7,880,888,10800,2006,2.5Unf,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RM,WD,163000
1950,3,4,1040,0,8544,2006,1Story,Norm,Norm,CompShg,Stucco,Stone,RL,WD,93500
2005,8,5,901,900,10463,2006,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,239900
1987,5,5,1200,0,10800,2009,1Story,Norm,Norm,CompShg,Plywood,Plywood,RL,WD,179000
2004,7,5,864,864,9313,2009,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,190000
1910,5,7,768,664,9600,2007,2Story,Norm,Norm,CompShg,Wd Sdng,Wd Shng,RM,WD,132000
1961,6,8,912,0,6768,2008,1Story,Feedr,Norm,CompShg,HdBoard,HdBoard,RL,WD,142000
2000,7,5,1349,0,8450,2007,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,179000
1963,5,6,1464,0,12886,2009,SLvl,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,175000
1993,8,5,1337,0,5395,2008,1Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,180000
1976,8,9,1175,1540,8963,2008,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,299800
2000,7,5,980,1276,8795,2009,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,236000
1880,7,7,1320,1320,11700,2009,2Story,Norm,Norm,CompShg,Stucco,Stucco,RM,WD,265979
1996,7,5,1720,0,10593,2010,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,260400
1945,4,3,1088,441,8405,2009,1.5Fin,Norm,Norm,CompShg,WdShing,Wd Shng,RL,WD,98000
1910,4,7,792,348,8800,2010,1.5Fin,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RM,WD,96500
2003,7,5,660,660,7750,2007,2Story,RRAn,Norm,CompShg,VinylSd,VinylSd,RL,WD,162000
1997,6,5,1494,0,9236,2006,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,217000
2005,8,5,1038,1060,10240,2006,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,275500
1969,6,8,1026,0,7930,2009,1Story,Norm,Norm,CompShg,Plywood,Plywood,RL,WD,156000
1999,6,5,742,729,3230,2009,2Story,Norm,Norm,CompShg,MetalSd,MetalSd,FV,WD,172500
2007,8,5,866,902,10769,2009,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,212000
1978,6,5,672,714,11616,2010,2Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,158900
1999,7,5,757,744,2280,2008,2Story,Norm,Norm,CompShg,MetalSd,MetalSd,FV,WD,179400
1995,8,5,1328,1203,12257,2007,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,290000
1959,6,6,864,0,9100,2009,1Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,127500
1924,5,5,1301,0,6911,2009,1Story,Feedr,Norm,CompShg,Wd Sdng,Wd Sdng,RM,WD,100000
2009,7,5,764,783,8640,2010,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,FV,Con,215200
1999,8,5,1268,1097,9430,2009,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,337000
1995,8,5,1494,0,9549,2006,1Story,Norm,Norm,CompShg,BrkFace,BrkFace,RL,WD,270000
2008,9,5,1506,0,14587,2008,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,New,264132
1988,7,5,980,734,10421,2010,2Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,196500
1940,6,7,983,767,12508,2008,1.5Fin,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,160000
2004,7,5,1836,0,9100,2006,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,216837
2003,8,5,1690,1589,53504,2010,2Story,Norm,Norm,CompShg,CemntBd,Wd Shng,RL,WD,538000
1982,5,5,858,0,7252,2009,SFoyer,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,134900
1951,4,5,1220,0,8877,2006,1Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,COD,102000
1976,6,5,1117,0,7819,2010,SLvl,Norm,Norm,CompShg,Plywood,Plywood,RL,WD,107000
1958,5,5,912,0,10150,2007,1Story,Feedr,Norm,CompShg,Wd Sdng,Wd Sdng,RL,COD,114500
2006,8,5,1973,0,14226,2007,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,New,395000
1998,6,5,1204,0,4500,2009,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RM,WD,162000
2005,7,5,1614,0,11210,2006,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,New,221500
1974,5,5,894,0,13350,2006,1Story,Norm,Norm,CompShg,HdBoard,Plywood,RL,WD,142500
1977,5,5,2020,0,8400,2007,1Story,Feedr,Norm,CompShg,Plywood,Plywood,RH,WD,144000
1977,6,5,1004,0,10530,2006,SFoyer,Norm,Norm,CompShg,Plywood,ImStucc,RL,WD,135000
1995,7,5,1253,0,7875,2007,1Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,176000
1992,6,5,810,793,7153,2006,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,175900
2001,7,5,1430,0,16285,2009,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,187100
1978,5,6,1110,0,9101,2009,SFoyer,Norm,Norm,CompShg,Plywood,Plywood,RL,WD,165500
1914,6,6,742,742,6300,2008,2.5Unf,Norm,Norm,CompShg,Wd Sdng,Wd Shng,RM,WD,128000
1967,6,5,1342,0,9790,2009,1Story,Feedr,Norm,CompShg,BrkFace,Wd Sdng,RL,WD,161500
1915,5,6,966,686,10800,2010,1.5Fin,Artery,Norm,CompShg,MetalSd,MetalSd,RM,WD,139000
2004,7,5,956,1128,10142,2010,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,233000
1954,4,7,901,0,6000,2008,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RM,WD,107900
1966,6,8,976,1111,12205,2007,2Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,187500
2005,7,5,1145,0,3182,2009,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,160200
1976,6,5,1062,0,11333,2007,SLvl,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,146800
1996,7,5,1127,886,9920,2007,2Story,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,269790
2007,8,5,1496,0,9158,2007,1Story,Norm,Norm,CompShg,CemntBd,CmentBd,RL,New,225000
1994,7,5,1086,809,10832,2008,2Story,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,194500
1980,6,6,888,676,8400,2010,2Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,171000
1977,6,5,1285,0,8197,2007,1Story,Norm,Norm,CompShg,Plywood,Plywood,RL,WD,143500
1953,5,5,773,0,7677,2008,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,110000
2008,9,5,1966,1174,13518,2009,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,New,485000
1937,5,7,981,787,7200,2007,1.5Fin,Feedr,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,175000
1997,6,5,616,1072,12798,2008,2Story,Feedr,Norm,CompShg,VinylSd,VinylSd,RL,WD,200000
1916,4,7,1196,0,4800,2007,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RM,WD,109900
2005,7,5,728,728,8199,2008,2Story,Norm,Norm,CompShg,WdShing,Wd Shng,RL,WD,189000
2008,9,5,1734,1088,13891,2009,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,New,582933
1954,5,5,1128,0,9000,2006,1Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,118000
2008,7,5,1428,0,12274,2008,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,New,227680
1967,5,5,980,0,9750,2006,SLvl,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,135500
1923,5,6,1072,504,21384,2009,2Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,223500
1966,5,5,1086,0,13400,2006,SLvl,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,159950
1898,5,5,1075,1063,8100,2009,2.5Unf,Norm,Norm,CompShg,AsbShng,AsbShng,RM,WD,106000
1974,6,6,1309,0,10140,2006,1Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,181000
2004,6,5,848,0,4438,2008,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RM,ConLD,144500
1952,5,5,1044,0,8712,2010,1Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,C (all),WD,55993
1958,6,6,1442,0,9750,2007,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RL,COD,157900
1918,5,7,686,564,8248,2006,1.5Fin,Norm,Norm,CompShg,Stucco,Stucco,RL,WD,116000
1998,7,5,1661,0,12137,2010,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,224900
1954,5,6,1008,0,11425,2006,1Story,Norm,Norm,CompShg,BrkFace,BrkFace,RL,WD,137000
2002,8,5,1689,0,13265,2008,1Story,Norm,Norm,CompShg,CemntBd,CmentBd,RL,WD,271000
1971,6,7,1052,0,8816,2010,SLvl,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,155000
2009,7,5,1358,0,6371,2010,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,New,224000
2003,7,5,798,842,7226,2008,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,183000
1953,4,4,936,0,6000,2009,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RM,WD,93000
2003,7,5,847,886,12394,2007,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,225000
1940,6,7,944,545,9900,2009,1.5Fin,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,139500
2006,8,5,1489,0,11216,2006,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,FV,New,232600
2007,10,5,2084,0,14803,2008,1Story,PosN,PosN,CompShg,CemntBd,CmentBd,RL,New,385000
1924,5,6,784,0,6130,2008,1.5Unf,Norm,Norm,CompShg,MetalSd,MetalSd,RM,WD,109500
2001,7,5,1434,0,8529,2009,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,189000
1967,5,5,1160,966,28698,2009,2Story,Norm,Norm,Tar&Grv,Plywood,Plywood,RL,WD,185000
2005,7,5,520,623,2544,2006,2Story,Norm,Norm,CompShg,MetalSd,MetalSd,FV,WD,147400
1957,6,5,1392,0,11900,2008,1Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,166000
2005,7,5,520,600,3180,2006,2Story,Norm,Norm,CompShg,MetalSd,MetalSd,FV,WD,151000
2003,7,6,941,888,9548,2010,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,237000
1964,6,6,1516,0,10004,2009,1Story,Norm,Norm,CompShg,HdBoard,Plywood,RL,WD,167000
1961,5,6,1144,0,7875,2008,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,139950
1950,4,7,1067,0,9600,2010,1Story,Norm,Norm,CompShg,VinylSd,HdBoard,RL,WD,128000
1948,5,6,1559,0,8100,2007,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RM,COD,153500
1973,6,5,483,504,1680,2008,2Story,Norm,Norm,CompShg,HdBoard,HdBoard,RM,WD,100000
1995,5,6,1099,0,9525,2008,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,144000
1946,5,6,768,432,11767,2008,1.5Fin,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,130500
1925,6,8,810,672,12155,2008,2Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RH,WD,140000
1904,5,8,958,581,10440,2008,2Story,Norm,Norm,CompShg,MetalSd,MetalSd,RM,WD,157500
1966,6,7,1165,0,9020,2008,SLvl,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,174900
1961,5,4,1800,0,8000,2007,1Story,Artery,Norm,CompShg,BrkFace,BrkFace,RL,WD,141000
1915,5,8,876,540,12665,2008,1.5Fin,Artery,Norm,CompShg,Wd Sdng,Wd Sdng,RM,WD,153900
1975,5,5,1701,0,16647,2007,SFoyer,RRAe,Norm,CompShg,HdBoard,HdBoard,RL,WD,171000
1993,7,5,1006,769,9317,2009,2Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,213000
1972,5,6,864,0,15523,2009,1Story,Norm,Norm,CompShg,HdBoard,Plywood,RL,WD,133500
1908,6,8,1307,1051,45600,2008,1.5Fin,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,240000
1976,6,7,1094,761,9600,2007,SLvl,Feedr,Norm,CompShg,Plywood,Plywood,RL,WD,187000
2003,6,5,848,0,4435,2007,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RM,WD,131500
2003,8,5,1456,0,3196,2006,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,215000
1941,7,5,918,728,7128,2007,2.5Unf,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,164000
1964,6,6,1445,0,12095,2009,SLvl,Norm,Norm,CompShg,MetalSd,HdBoard,RL,WD,158000
1955,5,4,1779,0,17920,2006,1Story,Norm,Norm,CompShg,Wd Sdng,Plywood,RL,WD,170000
1962,5,8,1040,0,6897,2010,1Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,127000
1978,6,6,1026,0,10970,2008,SLvl,Norm,Norm,CompShg,Plywood,HdBoard,RL,WD,147000
1994,6,5,702,779,8125,2009,2Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,174000
1976,7,5,1370,0,10400,2009,1Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,152000
1968,6,7,1512,1142,11029,2006,2Story,PosA,Norm,CompShg,HdBoard,HdBoard,RL,WD,250000
1918,7,8,912,514,7642,2007,1.5Fin,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,189950
1965,5,4,1039,0,11625,2010,1Story,Norm,Norm,CompShg,Plywood,HdBoard,RL,WD,131500
1984,6,5,1097,0,9672,2010,1Story,Norm,Norm,CompShg,HdBoard,Plywood,RL,WD,152000
1959,5,5,1148,0,7931,2009,1Story,Norm,Norm,CompShg,BrkFace,Plywood,RL,WD,132500
2007,7,5,1372,0,8640,2008,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,FV,New,250580
1970,5,6,1002,0,8750,2009,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,148500
2006,8,5,1646,0,10656,2007,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,New,248900
1961,4,5,1120,0,6970,2007,1Story,Feedr,Norm,CompShg,VinylSd,VinylSd,RL,WD,129000
1948,5,6,1547,720,14762,2006,2Story,Feedr,Norm,CompShg,Plywood,Plywood,RL,WD,169000
1993,7,5,1062,887,9938,2010,2Story,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,236000
1962,5,5,894,0,6600,2009,1Story,PosN,Norm,CompShg,MetalSd,MetalSd,RL,WD,109500
1998,6,5,804,878,8750,2010,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,200500
1953,5,7,910,0,8892,2008,1Story,Norm,Norm,CompShg,WdShing,Wd Shng,RL,WD,116000
1949,5,7,1036,0,12144,2009,1Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,133000
1941,5,6,676,455,5720,2009,1.5Fin,Artery,Norm,CompShg,Wd Sdng,Wd Sdng,RM,WD,66500
2007,8,5,1184,1426,9000,2007,2Story,Norm,Norm,CompShg,CemntBd,CmentBd,FV,New,303477
1963,4,5,1040,0,25286,2007,1Story,Norm,Norm,CompShg,HdBoard,Plywood,RL,WD,132250
2004,9,5,1462,762,8834,2009,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,350000
1961,5,7,1155,0,11782,2010,SFoyer,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,148000
1978,5,8,864,0,7000,2009,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,136500
2005,5,5,1090,0,7024,2007,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,157000
1990,7,5,1187,530,13758,2007,1.5Fin,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,187500
1992,6,5,808,785,9636,2009,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,178000
1912,4,5,954,795,6204,2006,2.5Fin,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,118500
1967,5,5,892,0,7150,2009,1Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,100000
1999,9,5,1709,0,5119,2008,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,FV,CWD,328900
1959,5,5,1712,0,8393,2006,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,145000
1955,5,7,872,521,16466,2008,1.5Fin,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,135500
1970,8,6,2217,0,15865,2007,1Story,Norm,Norm,Tar&Grv,Wd Sdng,Wd Sdng,RL,WD,268000
1953,6,4,1505,0,12160,2009,1Story,Feedr,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,149500
1949,5,7,672,252,8064,2007,1.5Fin,Artery,Norm,CompShg,MetalSd,MetalSd,RL,WD,122900
1978,6,5,918,765,11184,2009,2Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,172500
1963,6,8,1068,0,8414,2006,1Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,154500
1954,5,5,1383,0,13284,2008,1Story,PosN,Norm,CompShg,Wd Sdng,Plywood,RL,WD,165000
1979,5,5,1535,0,7018,2009,1Story,Norm,Norm,CompShg,Plywood,Plywood,RL,WD,118858
1963,6,5,983,813,7056,2008,2Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,140000
1936,4,6,951,0,8765,2006,1Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RM,WD,106500
1979,5,5,1120,1120,7018,2009,2Story,Feedr,Norm,CompShg,Plywood,Plywood,RL,WD,142953
2009,9,5,2364,0,12919,2010,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,New,611657
1961,5,7,1236,0,6993,2006,1Story,Feedr,Norm,CompShg,HdBoard,Plywood,RL,WD,135000
1971,4,6,858,0,7340,2007,1Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,110000
1957,5,7,1306,0,8712,2009,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,153000
2003,7,5,807,702,7875,2006,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,180000
2006,7,5,1670,0,14859,2006,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,New,240000
1967,5,6,902,0,6173,2007,1Story,Norm,Norm,CompShg,HdBoard,Wd Sdng,RL,WD,125500
1954,5,5,1063,0,9920,2010,1Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,128000
2006,8,5,1636,0,13501,2007,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,255000
1936,7,7,1020,1037,11500,2006,1.5Fin,Norm,Norm,CompShg,BrkFace,BrkFace,RL,WD,250000
1983,5,5,902,0,8885,2006,1Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,131000
2005,6,5,742,742,12589,2009,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,174000
1960,5,5,1105,1169,11600,2010,2Story,Feedr,Norm,CompShg,MetalSd,MetalSd,RL,WD,154300
1977,5,7,1268,0,9286,2009,1Story,Norm,Norm,CompShg,HdBoard,Plywood,RL,WD,143500
1925,5,7,1015,0,6120,2006,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RM,WD,88000
1949,5,6,1001,1001,6270,2007,2Story,Norm,Norm,CompShg,MetalSd,MetalSd,RH,WD,145000
2009,6,5,612,612,3000,2009,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,FV,New,173733
1970,4,5,546,546,2001,2007,2Story,Norm,Norm,CompShg,CemntBd,CmentBd,RM,WD,75000
1949,2,3,480,0,9000,2006,1Story,Norm,Norm,CompShg,AsbShng,AsbShng,C (all),WD,35311
1956,4,6,1229,0,17140,2009,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,135000
1991,7,5,912,1215,13125,2007,2Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,238000
1958,6,8,1414,0,11029,2008,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,176500
1994,6,5,936,785,8462,2007,2Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,201000
1900,5,7,1272,928,8777,2008,1.5Fin,Feedr,Norm,CompShg,MetalSd,MetalSd,RL,WD,145900
2005,6,5,1316,0,10237,2006,1Story,RRAn,Norm,CompShg,VinylSd,VinylSd,RL,New,169990
1993,6,5,1617,0,8012,2008,1Story,Norm,Norm,CompShg,Plywood,Plywood,RL,WD,193000
1980,6,6,1686,0,10240,2006,1Story,Norm,Norm,CompShg,Plywood,Plywood,RL,WD,207500
1977,5,6,1126,0,15611,2008,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,175000
2003,8,5,1234,1140,11999,2007,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,285000
1968,7,5,1098,880,9900,2008,2Story,Feedr,Norm,CompShg,MetalSd,MetalSd,RL,WD,176000
2001,8,5,1788,0,11838,2009,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,236500
1997,7,5,993,1243,13006,2006,2Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,222000
2007,8,5,1466,0,8925,2009,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,201000
1965,5,6,925,0,9100,2009,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,117500
2006,9,5,1905,0,11670,2007,1Story,RRNn,Norm,CompShg,VinylSd,ImStucc,RL,WD,320000
2004,7,5,1500,0,8487,2009,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,190000
1960,7,7,2069,0,27650,2008,1Story,PosA,Norm,Tar&Grv,Wd Sdng,Wd Sdng,RL,WD,242000
1926,4,5,747,0,5825,2006,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,79900
2003,7,5,1200,0,10083,2009,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,184900
2005,7,5,1113,858,9675,2009,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,253000
2006,7,5,1391,571,8760,2006,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,New,239799
1940,7,7,1207,1196,24090,2010,2Story,Norm,Norm,CompShg,MetalSd,MetalSd,RL,COD,244400
1976,6,5,1728,0,12640,2006,1Story,Norm,Norm,CompShg,Plywood,Plywood,RL,WD,150900
1999,7,5,1022,1038,8755,2009,2Story,RRNn,Norm,CompShg,VinylSd,VinylSd,RL,WD,214000
1977,4,3,1440,0,7711,2007,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RL,Oth,150000
1967,5,4,1632,0,25000,2007,1Story,Norm,Norm,CompShg,HdBoard,Plywood,RL,WD,143000
1958,6,6,1344,0,14375,2009,SLvl,Norm,Norm,CompShg,HdBoard,HdBoard,RL,COD,137500
1890,5,6,1188,561,8820,2009,1.5Fin,Norm,Norm,CompShg,VinylSd,VinylSd,RM,WD,124900
1959,5,6,1144,0,8163,2006,SLvl,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,143000
2002,8,5,1629,0,14536,2007,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,270000
2002,7,5,936,840,14006,2006,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,192500
1972,6,7,1381,0,9360,2010,1Story,Norm,Norm,CompShg,Plywood,Plywood,RL,WD,197500
1950,5,8,864,0,7200,2007,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,129000
1965,5,5,965,0,7800,2006,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RH,WD,119900
1972,5,8,768,0,7200,2009,SFoyer,Norm,Norm,CompShg,WdShing,HdBoard,RL,WD,133900
1969,5,4,1168,800,11075,2008,2Story,Norm,Norm,CompShg,HdBoard,HdBoard,RL,WD,172000
1975,6,5,980,0,9400,2006,SFoyer,Norm,Norm,Tar&Grv,WdShing,Plywood,RL,WD,127500
1946,6,6,979,979,7136,2007,2Story,Norm,Norm,CompShg,MetalSd,MetalSd,RH,WD,145000
1980,6,6,561,668,1300,2009,2Story,Norm,Norm,CompShg,MetalSd,MetalSd,RM,WD,124000
1962,5,5,1057,0,7420,2007,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,132000
2003,7,5,1337,0,8450,2007,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,185000
1999,7,5,696,720,2572,2010,2Story,Norm,Norm,CompShg,MetalSd,MetalSd,FV,WD,155000
1958,5,7,858,0,7207,2010,1Story,Norm,Norm,CompShg,Wd Sdng,Plywood,RL,WD,116500
1977,6,7,1542,1330,12227,2008,2Story,PosN,Norm,CompShg,HdBoard,HdBoard,RL,WD,272000
1976,6,6,804,744,2308,2007,2Story,Norm,Norm,CompShg,Plywood,Brk Cmn,RL,WD,155000
2007,9,5,1800,0,11923,2009,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,239000
2002,7,5,824,1070,11316,2010,2Story,Norm,Norm,CompShg,VinylSd,VinylSd,RL,WD,214900
2005,6,5,783,701,10237,2007,2Story,RRAn,Norm,CompShg,VinylSd,VinylSd,RL,New,178900
1940,5,7,976,332,9600,2009,1.5Fin,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,160000
1955,5,7,1098,0,7390,2008,1Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,135000
1910,3,6,600,368,5925,2009,1.5Fin,Norm,Norm,CompShg,VinylSd,VinylSd,RM,WD,37900
1958,6,5,1095,0,10382,2006,SLvl,Norm,Norm,CompShg,HdBoard,HdBoard,RL,ConLD,140000
1949,4,4,720,472,10800,2006,1.5Fin,Norm,Norm,CompShg,AsbShng,AsbShng,RL,WD,135000
2003,7,5,764,862,2268,2009,2Story,Norm,Norm,CompShg,VinylSd,Wd Shng,RL,WD,173000
1979,6,5,918,0,7892,2010,1Story,Norm,Norm,CompShg,Plywood,Plywood,RL,WD,99500
2007,7,5,1428,0,11639,2008,1Story,Norm,Norm,CompShg,CemntBd,CmentBd,FV,New,182000
1910,7,8,1136,883,11414,2009,2Story,RRAn,Feedr,CompShg,HdBoard,HdBoard,RL,WD,167500
2000,7,5,673,709,2651,2006,2Story,Norm,Norm,CompShg,MetalSd,MetalSd,FV,WD,165000
1923,4,7,869,0,5900,2006,1Story,Norm,Norm,CompShg,Wd Sdng,Wd Sdng,RL,WD,85500
2006,7,5,1241,0,4274,2007,1Story,Norm,Norm,CompShg,VinylSd,VinylSd,FV,New,199900
1954,4,5,894,0,9450,2007,1Story,Norm,Norm,CompShg,MetalSd,MetalSd,RL,WD,110000
1963,5,6,1121,0,8816,2009,1Story,Feedr,Norm,CompShg,VinylSd,VinylSd,RL,WD,139000
